"","x"
"348","https://www.ptt.cc/bbs/HatePolitics/M.1563530706.A.906.html"
"349","https://www.ptt.cc/bbs/HatePolitics/M.1563530718.A.EEA.html"
"350","https://www.ptt.cc/bbs/HatePolitics/M.1563530724.A.D64.html"
"351","https://www.ptt.cc/bbs/HatePolitics/M.1563530779.A.773.html"
"352","https://www.ptt.cc/bbs/HatePolitics/M.1563530815.A.54B.html"
"353","https://www.ptt.cc/bbs/HatePolitics/M.1563530908.A.806.html"
"354","https://www.ptt.cc/bbs/HatePolitics/M.1563530967.A.AB8.html"
"355","https://www.ptt.cc/bbs/HatePolitics/M.1563531070.A.874.html"
"356","https://www.ptt.cc/bbs/HatePolitics/M.1563531098.A.273.html"
"357","https://www.ptt.cc/bbs/HatePolitics/M.1563531117.A.0E2.html"
"358","https://www.ptt.cc/bbs/HatePolitics/M.1563531227.A.944.html"
"359","https://www.ptt.cc/bbs/HatePolitics/M.1563531285.A.403.html"
"360","https://www.ptt.cc/bbs/HatePolitics/M.1563531290.A.C68.html"
"361","https://www.ptt.cc/bbs/HatePolitics/M.1563531302.A.878.html"
"362","https://www.ptt.cc/bbs/HatePolitics/M.1563531348.A.9E6.html"
"363","https://www.ptt.cc/bbs/HatePolitics/M.1563531540.A.1FC.html"
"364","https://www.ptt.cc/bbs/HatePolitics/M.1563531550.A.C40.html"
"365","https://www.ptt.cc/bbs/HatePolitics/M.1563531583.A.A2B.html"
"366","https://www.ptt.cc/bbs/HatePolitics/M.1563531673.A.C5A.html"
"367","https://www.ptt.cc/bbs/HatePolitics/M.1563531692.A.CFE.html"
"368","https://www.ptt.cc/bbs/HatePolitics/M.1563531742.A.F88.html"
"369","https://www.ptt.cc/bbs/HatePolitics/M.1563531770.A.3CC.html"
"370","https://www.ptt.cc/bbs/HatePolitics/M.1563531860.A.218.html"
"371","https://www.ptt.cc/bbs/HatePolitics/M.1563532134.A.F62.html"
"372","https://www.ptt.cc/bbs/HatePolitics/M.1563532150.A.075.html"
"373","https://www.ptt.cc/bbs/HatePolitics/M.1563532161.A.6DC.html"
"374","https://www.ptt.cc/bbs/HatePolitics/M.1563532163.A.89C.html"
"375","https://www.ptt.cc/bbs/HatePolitics/M.1563532227.A.A0B.html"
"376","https://www.ptt.cc/bbs/HatePolitics/M.1563532301.A.525.html"
"377","https://www.ptt.cc/bbs/HatePolitics/M.1563532379.A.899.html"
"378","https://www.ptt.cc/bbs/HatePolitics/M.1563532491.A.856.html"
"379","https://www.ptt.cc/bbs/HatePolitics/M.1563532504.A.986.html"
"380","https://www.ptt.cc/bbs/HatePolitics/M.1563532540.A.8EC.html"
"381","https://www.ptt.cc/bbs/HatePolitics/M.1563532596.A.1C6.html"
"382","https://www.ptt.cc/bbs/HatePolitics/M.1563532631.A.434.html"
"383","https://www.ptt.cc/bbs/HatePolitics/M.1563532673.A.A48.html"
"384","https://www.ptt.cc/bbs/HatePolitics/M.1563532933.A.E3C.html"
"385","https://www.ptt.cc/bbs/HatePolitics/M.1563532974.A.125.html"
"386","https://www.ptt.cc/bbs/HatePolitics/M.1563532985.A.47A.html"
"387","https://www.ptt.cc/bbs/HatePolitics/M.1563533064.A.243.html"
"388","https://www.ptt.cc/bbs/HatePolitics/M.1563533103.A.9CD.html"
"389","https://www.ptt.cc/bbs/HatePolitics/M.1563533164.A.5B4.html"
"390","https://www.ptt.cc/bbs/HatePolitics/M.1563533209.A.FD7.html"
"391","https://www.ptt.cc/bbs/HatePolitics/M.1563533273.A.8F4.html"
"392","https://www.ptt.cc/bbs/HatePolitics/M.1563533280.A.220.html"
"393","https://www.ptt.cc/bbs/HatePolitics/M.1563533281.A.400.html"
"394","https://www.ptt.cc/bbs/HatePolitics/M.1563533524.A.CEF.html"
"395","https://www.ptt.cc/bbs/HatePolitics/M.1563533550.A.D79.html"
"396","https://www.ptt.cc/bbs/HatePolitics/M.1563533576.A.49D.html"
"397","https://www.ptt.cc/bbs/HatePolitics/M.1563533687.A.4D4.html"
"398","https://www.ptt.cc/bbs/HatePolitics/M.1563533735.A.0A5.html"
"399","https://www.ptt.cc/bbs/HatePolitics/M.1563534013.A.36B.html"
"400","https://www.ptt.cc/bbs/HatePolitics/M.1563534036.A.006.html"
"401","https://www.ptt.cc/bbs/HatePolitics/M.1563534051.A.42A.html"
"402","https://www.ptt.cc/bbs/HatePolitics/M.1563534076.A.3E1.html"
"403","https://www.ptt.cc/bbs/HatePolitics/M.1563534145.A.810.html"
"404","https://www.ptt.cc/bbs/HatePolitics/M.1563534156.A.6DB.html"
"405","https://www.ptt.cc/bbs/HatePolitics/M.1563534221.A.442.html"
"406","https://www.ptt.cc/bbs/HatePolitics/M.1563534273.A.4DF.html"
"407","https://www.ptt.cc/bbs/HatePolitics/M.1563534381.A.C89.html"
"408","https://www.ptt.cc/bbs/HatePolitics/M.1563534421.A.3FB.html"
"409","https://www.ptt.cc/bbs/HatePolitics/M.1563534434.A.E79.html"
"410","https://www.ptt.cc/bbs/HatePolitics/M.1563534438.A.563.html"
"411","https://www.ptt.cc/bbs/HatePolitics/M.1563534440.A.4B8.html"
"412","https://www.ptt.cc/bbs/HatePolitics/M.1563534490.A.1D8.html"
"413","https://www.ptt.cc/bbs/HatePolitics/M.1563534530.A.BD7.html"
"414","https://www.ptt.cc/bbs/HatePolitics/M.1563534557.A.B96.html"
"415","https://www.ptt.cc/bbs/HatePolitics/M.1563534592.A.9F9.html"
"416","https://www.ptt.cc/bbs/HatePolitics/M.1563534713.A.967.html"
"417","https://www.ptt.cc/bbs/HatePolitics/M.1563534761.A.0CA.html"
"418","https://www.ptt.cc/bbs/HatePolitics/M.1563534761.A.C3E.html"
"419","https://www.ptt.cc/bbs/HatePolitics/M.1563534921.A.787.html"
"420","https://www.ptt.cc/bbs/HatePolitics/M.1563534940.A.496.html"
"421","https://www.ptt.cc/bbs/HatePolitics/M.1563534956.A.C9D.html"
"422","https://www.ptt.cc/bbs/HatePolitics/M.1563534968.A.BCF.html"
"423","https://www.ptt.cc/bbs/HatePolitics/M.1563535009.A.247.html"
"424","https://www.ptt.cc/bbs/HatePolitics/M.1563535124.A.DD9.html"
"425","https://www.ptt.cc/bbs/HatePolitics/M.1563535361.A.B37.html"
"426","https://www.ptt.cc/bbs/HatePolitics/M.1563535504.A.0FF.html"
"427","https://www.ptt.cc/bbs/HatePolitics/M.1563535617.A.C98.html"
"428","https://www.ptt.cc/bbs/HatePolitics/M.1563535749.A.DB5.html"
"429","https://www.ptt.cc/bbs/HatePolitics/M.1563535827.A.B5F.html"
"430","https://www.ptt.cc/bbs/HatePolitics/M.1563535831.A.089.html"
"431","https://www.ptt.cc/bbs/HatePolitics/M.1563535916.A.5FF.html"
"432","https://www.ptt.cc/bbs/HatePolitics/M.1563536045.A.0CD.html"
"433","https://www.ptt.cc/bbs/HatePolitics/M.1563536093.A.35C.html"
"434","https://www.ptt.cc/bbs/HatePolitics/M.1563536171.A.789.html"
"435","https://www.ptt.cc/bbs/HatePolitics/M.1563536184.A.4C2.html"
"436","https://www.ptt.cc/bbs/HatePolitics/M.1563536198.A.50E.html"
"437","https://www.ptt.cc/bbs/HatePolitics/M.1563536233.A.D1C.html"
"438","https://www.ptt.cc/bbs/HatePolitics/M.1563536338.A.721.html"
"439","https://www.ptt.cc/bbs/HatePolitics/M.1563536386.A.EEE.html"
"440","https://www.ptt.cc/bbs/HatePolitics/M.1563536581.A.58B.html"
"441","https://www.ptt.cc/bbs/HatePolitics/M.1563536590.A.5B6.html"
"442","https://www.ptt.cc/bbs/HatePolitics/M.1563536616.A.198.html"
"443","https://www.ptt.cc/bbs/HatePolitics/M.1563536677.A.AFC.html"
"444","https://www.ptt.cc/bbs/HatePolitics/M.1563536845.A.9AF.html"
"445","https://www.ptt.cc/bbs/HatePolitics/M.1563537037.A.C7D.html"
"446","https://www.ptt.cc/bbs/HatePolitics/M.1563537115.A.AA0.html"
"447","https://www.ptt.cc/bbs/HatePolitics/M.1563537237.A.924.html"
"448","https://www.ptt.cc/bbs/HatePolitics/M.1563537263.A.543.html"
"449","https://www.ptt.cc/bbs/HatePolitics/M.1563537266.A.846.html"
"450","https://www.ptt.cc/bbs/HatePolitics/M.1563537402.A.930.html"
"451","https://www.ptt.cc/bbs/HatePolitics/M.1563537493.A.C11.html"
"452","https://www.ptt.cc/bbs/HatePolitics/M.1563537538.A.581.html"
"453","https://www.ptt.cc/bbs/HatePolitics/M.1563537679.A.10A.html"
"454","https://www.ptt.cc/bbs/HatePolitics/M.1563537702.A.E53.html"
"455","https://www.ptt.cc/bbs/HatePolitics/M.1563537793.A.8F2.html"
"456","https://www.ptt.cc/bbs/HatePolitics/M.1563537799.A.4C2.html"
"457","https://www.ptt.cc/bbs/HatePolitics/M.1563537863.A.FE6.html"
"458","https://www.ptt.cc/bbs/HatePolitics/M.1563537905.A.16D.html"
"459","https://www.ptt.cc/bbs/HatePolitics/M.1563538085.A.73A.html"
"460","https://www.ptt.cc/bbs/HatePolitics/M.1563538134.A.06F.html"
"461","https://www.ptt.cc/bbs/HatePolitics/M.1563538175.A.FE9.html"
"462","https://www.ptt.cc/bbs/HatePolitics/M.1563538278.A.E18.html"
"463","https://www.ptt.cc/bbs/HatePolitics/M.1563538366.A.CC7.html"
"464","https://www.ptt.cc/bbs/HatePolitics/M.1563538368.A.275.html"
"465","https://www.ptt.cc/bbs/HatePolitics/M.1563538474.A.304.html"
"466","https://www.ptt.cc/bbs/HatePolitics/M.1563538668.A.070.html"
"467","https://www.ptt.cc/bbs/HatePolitics/M.1563538832.A.205.html"
"468","https://www.ptt.cc/bbs/HatePolitics/M.1563538877.A.59C.html"
"469","https://www.ptt.cc/bbs/HatePolitics/M.1563538909.A.70B.html"
"470","https://www.ptt.cc/bbs/HatePolitics/M.1563538977.A.46E.html"
"471","https://www.ptt.cc/bbs/HatePolitics/M.1563539003.A.1F7.html"
"472","https://www.ptt.cc/bbs/HatePolitics/M.1563539182.A.2A8.html"
"473","https://www.ptt.cc/bbs/HatePolitics/M.1563539197.A.CFB.html"
"474","https://www.ptt.cc/bbs/HatePolitics/M.1563539200.A.838.html"
"475","https://www.ptt.cc/bbs/HatePolitics/M.1563539204.A.CB4.html"
"476","https://www.ptt.cc/bbs/HatePolitics/M.1563539213.A.7B6.html"
"477","https://www.ptt.cc/bbs/HatePolitics/M.1563539246.A.3AF.html"
"478","https://www.ptt.cc/bbs/HatePolitics/M.1563539399.A.852.html"
"479","https://www.ptt.cc/bbs/HatePolitics/M.1563539427.A.F24.html"
"480","https://www.ptt.cc/bbs/HatePolitics/M.1563539448.A.BDA.html"
"481","https://www.ptt.cc/bbs/HatePolitics/M.1563539558.A.17B.html"
"482","https://www.ptt.cc/bbs/HatePolitics/M.1563539602.A.CA3.html"
"483","https://www.ptt.cc/bbs/HatePolitics/M.1563539672.A.DA2.html"
"484","https://www.ptt.cc/bbs/HatePolitics/M.1563539687.A.83F.html"
"485","https://www.ptt.cc/bbs/HatePolitics/M.1563539728.A.113.html"
"486","https://www.ptt.cc/bbs/HatePolitics/M.1563539739.A.D0B.html"
"487","https://www.ptt.cc/bbs/HatePolitics/M.1563539922.A.833.html"
"488","https://www.ptt.cc/bbs/HatePolitics/M.1563540044.A.407.html"
"489","https://www.ptt.cc/bbs/HatePolitics/M.1563540215.A.4CB.html"
"490","https://www.ptt.cc/bbs/HatePolitics/M.1563540238.A.D28.html"
"491","https://www.ptt.cc/bbs/HatePolitics/M.1563540304.A.444.html"
"492","https://www.ptt.cc/bbs/HatePolitics/M.1563540566.A.CF7.html"
"493","https://www.ptt.cc/bbs/HatePolitics/M.1563540724.A.391.html"
"494","https://www.ptt.cc/bbs/HatePolitics/M.1563540758.A.14B.html"
"495","https://www.ptt.cc/bbs/HatePolitics/M.1563540763.A.29F.html"
"496","https://www.ptt.cc/bbs/HatePolitics/M.1563541004.A.B7A.html"
"497","https://www.ptt.cc/bbs/HatePolitics/M.1563541126.A.6AA.html"
"498","https://www.ptt.cc/bbs/HatePolitics/M.1563541213.A.027.html"
"499","https://www.ptt.cc/bbs/HatePolitics/M.1563541251.A.CC7.html"
"500","https://www.ptt.cc/bbs/HatePolitics/M.1563541298.A.AC4.html"
"501","https://www.ptt.cc/bbs/HatePolitics/M.1563541330.A.7F8.html"
"502","https://www.ptt.cc/bbs/HatePolitics/M.1563541360.A.B1A.html"
"503","https://www.ptt.cc/bbs/HatePolitics/M.1563541544.A.D35.html"
"504","https://www.ptt.cc/bbs/HatePolitics/M.1563541779.A.83E.html"
"505","https://www.ptt.cc/bbs/HatePolitics/M.1563541779.A.4B0.html"
"506","https://www.ptt.cc/bbs/HatePolitics/M.1563541898.A.AF4.html"
"507","https://www.ptt.cc/bbs/HatePolitics/M.1563541931.A.129.html"
"508","https://www.ptt.cc/bbs/HatePolitics/M.1563542115.A.9E1.html"
"509","https://www.ptt.cc/bbs/HatePolitics/M.1563542242.A.E39.html"
"510","https://www.ptt.cc/bbs/HatePolitics/M.1563542303.A.7CC.html"
"511","https://www.ptt.cc/bbs/HatePolitics/M.1563542312.A.FA4.html"
"512","https://www.ptt.cc/bbs/HatePolitics/M.1563542323.A.3A3.html"
"513","https://www.ptt.cc/bbs/HatePolitics/M.1563542347.A.9B6.html"
"514","https://www.ptt.cc/bbs/HatePolitics/M.1563542532.A.B34.html"
"515","https://www.ptt.cc/bbs/HatePolitics/M.1563542596.A.9AE.html"
"516","https://www.ptt.cc/bbs/HatePolitics/M.1563542855.A.A9D.html"
"517","https://www.ptt.cc/bbs/HatePolitics/M.1563542977.A.CA3.html"
"518","https://www.ptt.cc/bbs/HatePolitics/M.1563543002.A.FDF.html"
"519","https://www.ptt.cc/bbs/HatePolitics/M.1563543235.A.6E8.html"
"520","https://www.ptt.cc/bbs/HatePolitics/M.1563543422.A.BBA.html"
"521","https://www.ptt.cc/bbs/HatePolitics/M.1563543550.A.8AD.html"
"522","https://www.ptt.cc/bbs/HatePolitics/M.1563543844.A.B2E.html"
"523","https://www.ptt.cc/bbs/HatePolitics/M.1563543883.A.FC7.html"
"524","https://www.ptt.cc/bbs/HatePolitics/M.1563543888.A.0B2.html"
"525","https://www.ptt.cc/bbs/HatePolitics/M.1563544075.A.C2B.html"
"526","https://www.ptt.cc/bbs/HatePolitics/M.1563544091.A.9E0.html"
"527","https://www.ptt.cc/bbs/HatePolitics/M.1563544214.A.5B9.html"
"528","https://www.ptt.cc/bbs/HatePolitics/M.1563544305.A.198.html"
"529","https://www.ptt.cc/bbs/HatePolitics/M.1563544481.A.119.html"
"530","https://www.ptt.cc/bbs/HatePolitics/M.1563544641.A.A68.html"
"531","https://www.ptt.cc/bbs/HatePolitics/M.1563544720.A.510.html"
"532","https://www.ptt.cc/bbs/HatePolitics/M.1563544838.A.791.html"
"533","https://www.ptt.cc/bbs/HatePolitics/M.1563545087.A.69F.html"
"534","https://www.ptt.cc/bbs/HatePolitics/M.1563545098.A.9CD.html"
"535","https://www.ptt.cc/bbs/HatePolitics/M.1563545142.A.0C1.html"
"536","https://www.ptt.cc/bbs/HatePolitics/M.1563545550.A.02E.html"
"537","https://www.ptt.cc/bbs/HatePolitics/M.1563545701.A.E9E.html"
"538","https://www.ptt.cc/bbs/HatePolitics/M.1563545719.A.4B6.html"
"539","https://www.ptt.cc/bbs/HatePolitics/M.1563545786.A.69A.html"
"540","https://www.ptt.cc/bbs/HatePolitics/M.1563546049.A.C13.html"
"541","https://www.ptt.cc/bbs/HatePolitics/M.1563546229.A.3B2.html"
"542","https://www.ptt.cc/bbs/HatePolitics/M.1563546281.A.74E.html"
"543","https://www.ptt.cc/bbs/HatePolitics/M.1563546314.A.156.html"
"544","https://www.ptt.cc/bbs/HatePolitics/M.1563546512.A.A3A.html"
"545","https://www.ptt.cc/bbs/HatePolitics/M.1563546568.A.09B.html"
"546","https://www.ptt.cc/bbs/HatePolitics/M.1563546639.A.E90.html"
"547","https://www.ptt.cc/bbs/HatePolitics/M.1563546676.A.480.html"
"548","https://www.ptt.cc/bbs/HatePolitics/M.1563547073.A.C53.html"
"549","https://www.ptt.cc/bbs/HatePolitics/M.1563547206.A.35A.html"
"550","https://www.ptt.cc/bbs/HatePolitics/M.1563547240.A.F88.html"
"551","https://www.ptt.cc/bbs/HatePolitics/M.1563547436.A.DAA.html"
"552","https://www.ptt.cc/bbs/HatePolitics/M.1563547601.A.EDE.html"
"553","https://www.ptt.cc/bbs/HatePolitics/M.1563547674.A.F53.html"
"554","https://www.ptt.cc/bbs/HatePolitics/M.1563547698.A.888.html"
"555","https://www.ptt.cc/bbs/HatePolitics/M.1563547848.A.42D.html"
"556","https://www.ptt.cc/bbs/HatePolitics/M.1563547872.A.F57.html"
"557","https://www.ptt.cc/bbs/HatePolitics/M.1563547970.A.AA9.html"
"558","https://www.ptt.cc/bbs/HatePolitics/M.1563548151.A.71C.html"
"559","https://www.ptt.cc/bbs/HatePolitics/M.1563548197.A.82D.html"
"560","https://www.ptt.cc/bbs/HatePolitics/M.1563548261.A.0EA.html"
"561","https://www.ptt.cc/bbs/HatePolitics/M.1563548324.A.4BE.html"
"562","https://www.ptt.cc/bbs/HatePolitics/M.1563548483.A.B94.html"
"563","https://www.ptt.cc/bbs/HatePolitics/M.1563548498.A.1F5.html"
"564","https://www.ptt.cc/bbs/HatePolitics/M.1563548570.A.7CE.html"
"565","https://www.ptt.cc/bbs/HatePolitics/M.1563548666.A.D42.html"
"566","https://www.ptt.cc/bbs/HatePolitics/M.1563548854.A.968.html"
"567","https://www.ptt.cc/bbs/HatePolitics/M.1563548899.A.84D.html"
"568","https://www.ptt.cc/bbs/HatePolitics/M.1563548914.A.A67.html"
"569","https://www.ptt.cc/bbs/HatePolitics/M.1563548918.A.B71.html"
"570","https://www.ptt.cc/bbs/HatePolitics/M.1563549104.A.AD2.html"
"571","https://www.ptt.cc/bbs/HatePolitics/M.1563549261.A.616.html"
"572","https://www.ptt.cc/bbs/HatePolitics/M.1563549501.A.064.html"
"573","https://www.ptt.cc/bbs/HatePolitics/M.1563549553.A.E88.html"
"574","https://www.ptt.cc/bbs/HatePolitics/M.1563549640.A.1EC.html"
"575","https://www.ptt.cc/bbs/HatePolitics/M.1563549652.A.ED2.html"
"576","https://www.ptt.cc/bbs/HatePolitics/M.1563549709.A.6CB.html"
"577","https://www.ptt.cc/bbs/HatePolitics/M.1563549937.A.A27.html"
"578","https://www.ptt.cc/bbs/HatePolitics/M.1563549946.A.EA0.html"
"579","https://www.ptt.cc/bbs/HatePolitics/M.1563550202.A.3E8.html"
"580","https://www.ptt.cc/bbs/HatePolitics/M.1563550289.A.271.html"
"581","https://www.ptt.cc/bbs/HatePolitics/M.1563550455.A.4E9.html"
"582","https://www.ptt.cc/bbs/HatePolitics/M.1563550523.A.64B.html"
"583","https://www.ptt.cc/bbs/HatePolitics/M.1563550675.A.413.html"
"584","https://www.ptt.cc/bbs/HatePolitics/M.1563550699.A.66A.html"
"585","https://www.ptt.cc/bbs/HatePolitics/M.1563550705.A.A42.html"
"586","https://www.ptt.cc/bbs/HatePolitics/M.1563550852.A.B03.html"
"587","https://www.ptt.cc/bbs/HatePolitics/M.1563550875.A.6AC.html"
"588","https://www.ptt.cc/bbs/HatePolitics/M.1563550904.A.B15.html"
"589","https://www.ptt.cc/bbs/HatePolitics/M.1563550930.A.166.html"
"590","https://www.ptt.cc/bbs/HatePolitics/M.1563550953.A.C23.html"
"591","https://www.ptt.cc/bbs/HatePolitics/M.1563550970.A.7A3.html"
"592","https://www.ptt.cc/bbs/HatePolitics/M.1563551000.A.676.html"
"593","https://www.ptt.cc/bbs/HatePolitics/M.1563551002.A.2EB.html"
"594","https://www.ptt.cc/bbs/HatePolitics/M.1563551070.A.7BB.html"
"595","https://www.ptt.cc/bbs/HatePolitics/M.1563551129.A.0E1.html"
"596","https://www.ptt.cc/bbs/HatePolitics/M.1563551159.A.C22.html"
"597","https://www.ptt.cc/bbs/HatePolitics/M.1563551278.A.606.html"
"598","https://www.ptt.cc/bbs/HatePolitics/M.1563551532.A.0B0.html"
"599","https://www.ptt.cc/bbs/HatePolitics/M.1563551590.A.059.html"
"600","https://www.ptt.cc/bbs/HatePolitics/M.1563551696.A.231.html"
"601","https://www.ptt.cc/bbs/HatePolitics/M.1563551823.A.2FE.html"
"602","https://www.ptt.cc/bbs/HatePolitics/M.1563551856.A.587.html"
"603","https://www.ptt.cc/bbs/HatePolitics/M.1563551918.A.DF8.html"
"604","https://www.ptt.cc/bbs/HatePolitics/M.1563551989.A.917.html"
"605","https://www.ptt.cc/bbs/HatePolitics/M.1563552079.A.BFE.html"
"606","https://www.ptt.cc/bbs/HatePolitics/M.1563552159.A.AA6.html"
"607","https://www.ptt.cc/bbs/HatePolitics/M.1563552183.A.ADF.html"
"608","https://www.ptt.cc/bbs/HatePolitics/M.1563552184.A.6D6.html"
"609","https://www.ptt.cc/bbs/HatePolitics/M.1563552325.A.78F.html"
"610","https://www.ptt.cc/bbs/HatePolitics/M.1563552388.A.280.html"
"611","https://www.ptt.cc/bbs/HatePolitics/M.1563552407.A.973.html"
"612","https://www.ptt.cc/bbs/HatePolitics/M.1563552568.A.021.html"
"613","https://www.ptt.cc/bbs/HatePolitics/M.1563552572.A.677.html"
"614","https://www.ptt.cc/bbs/HatePolitics/M.1563552768.A.620.html"
"615","https://www.ptt.cc/bbs/HatePolitics/M.1563552789.A.46F.html"
"616","https://www.ptt.cc/bbs/HatePolitics/M.1563552797.A.9D9.html"
"617","https://www.ptt.cc/bbs/HatePolitics/M.1563552922.A.EEC.html"
"618","https://www.ptt.cc/bbs/HatePolitics/M.1563553037.A.C19.html"
"619","https://www.ptt.cc/bbs/HatePolitics/M.1563553104.A.989.html"
"620","https://www.ptt.cc/bbs/HatePolitics/M.1563553161.A.E04.html"
"621","https://www.ptt.cc/bbs/HatePolitics/M.1563553255.A.EC9.html"
"622","https://www.ptt.cc/bbs/HatePolitics/M.1563553286.A.08A.html"
"623","https://www.ptt.cc/bbs/HatePolitics/M.1563553402.A.906.html"
"624","https://www.ptt.cc/bbs/HatePolitics/M.1563553431.A.5D1.html"
"625","https://www.ptt.cc/bbs/HatePolitics/M.1563553431.A.25A.html"
"626","https://www.ptt.cc/bbs/HatePolitics/M.1563553641.A.732.html"
"627","https://www.ptt.cc/bbs/HatePolitics/M.1563553641.A.078.html"
"628","https://www.ptt.cc/bbs/HatePolitics/M.1563553722.A.BEF.html"
"629","https://www.ptt.cc/bbs/HatePolitics/M.1563553768.A.49C.html"
"630","https://www.ptt.cc/bbs/HatePolitics/M.1563553831.A.F3E.html"
"631","https://www.ptt.cc/bbs/HatePolitics/M.1563553832.A.937.html"
"632","https://www.ptt.cc/bbs/HatePolitics/M.1563553933.A.17F.html"
"633","https://www.ptt.cc/bbs/HatePolitics/M.1563553959.A.A0A.html"
"634","https://www.ptt.cc/bbs/HatePolitics/M.1563553992.A.170.html"
"635","https://www.ptt.cc/bbs/HatePolitics/M.1563554140.A.B76.html"
"636","https://www.ptt.cc/bbs/HatePolitics/M.1563554207.A.C87.html"
"637","https://www.ptt.cc/bbs/HatePolitics/M.1563554484.A.145.html"
"638","https://www.ptt.cc/bbs/HatePolitics/M.1563554490.A.DEE.html"
"639","https://www.ptt.cc/bbs/HatePolitics/M.1563554727.A.8F6.html"
"640","https://www.ptt.cc/bbs/HatePolitics/M.1563554733.A.AF2.html"
"641","https://www.ptt.cc/bbs/HatePolitics/M.1563554805.A.663.html"
"642","https://www.ptt.cc/bbs/HatePolitics/M.1563554973.A.2ED.html"
"643","https://www.ptt.cc/bbs/HatePolitics/M.1563555177.A.FD0.html"
"644","https://www.ptt.cc/bbs/HatePolitics/M.1563555366.A.589.html"
"645","https://www.ptt.cc/bbs/HatePolitics/M.1563555433.A.4A1.html"
"646","https://www.ptt.cc/bbs/HatePolitics/M.1563555681.A.EE0.html"
"647","https://www.ptt.cc/bbs/HatePolitics/M.1563555813.A.912.html"
"648","https://www.ptt.cc/bbs/HatePolitics/M.1563555838.A.518.html"
"649","https://www.ptt.cc/bbs/HatePolitics/M.1563555873.A.28D.html"
"650","https://www.ptt.cc/bbs/HatePolitics/M.1563555933.A.D30.html"
"651","https://www.ptt.cc/bbs/HatePolitics/M.1563555951.A.AC8.html"
"652","https://www.ptt.cc/bbs/HatePolitics/M.1563556073.A.0EF.html"
"653","https://www.ptt.cc/bbs/HatePolitics/M.1563556092.A.AF4.html"
"654","https://www.ptt.cc/bbs/HatePolitics/M.1563556231.A.B9D.html"
"655","https://www.ptt.cc/bbs/HatePolitics/M.1563556249.A.A6D.html"
"656","https://www.ptt.cc/bbs/HatePolitics/M.1563556277.A.E45.html"
"657","https://www.ptt.cc/bbs/HatePolitics/M.1563556596.A.07A.html"
"658","https://www.ptt.cc/bbs/HatePolitics/M.1563556637.A.9F9.html"
"659","https://www.ptt.cc/bbs/HatePolitics/M.1563556700.A.DE0.html"
"660","https://www.ptt.cc/bbs/HatePolitics/M.1563556738.A.CB4.html"
"661","https://www.ptt.cc/bbs/HatePolitics/M.1563556965.A.58B.html"
"662","https://www.ptt.cc/bbs/HatePolitics/M.1563556976.A.68F.html"
"663","https://www.ptt.cc/bbs/HatePolitics/M.1563557040.A.9BB.html"
"664","https://www.ptt.cc/bbs/HatePolitics/M.1563557324.A.FAC.html"
"665","https://www.ptt.cc/bbs/HatePolitics/M.1563557641.A.8E4.html"
"666","https://www.ptt.cc/bbs/HatePolitics/M.1563557758.A.9F6.html"
"667","https://www.ptt.cc/bbs/HatePolitics/M.1563557794.A.78D.html"
"668","https://www.ptt.cc/bbs/HatePolitics/M.1563558174.A.70D.html"
"669","https://www.ptt.cc/bbs/HatePolitics/M.1563558266.A.EAA.html"
"670","https://www.ptt.cc/bbs/HatePolitics/M.1563558290.A.BB7.html"
"671","https://www.ptt.cc/bbs/HatePolitics/M.1563558298.A.D80.html"
"672","https://www.ptt.cc/bbs/HatePolitics/M.1563558328.A.50A.html"
"673","https://www.ptt.cc/bbs/HatePolitics/M.1563558467.A.1B8.html"
"674","https://www.ptt.cc/bbs/HatePolitics/M.1563558710.A.52F.html"
"675","https://www.ptt.cc/bbs/HatePolitics/M.1563558845.A.DE7.html"
"676","https://www.ptt.cc/bbs/HatePolitics/M.1563558848.A.3C2.html"
"677","https://www.ptt.cc/bbs/HatePolitics/M.1563558953.A.F70.html"
"678","https://www.ptt.cc/bbs/HatePolitics/M.1563559114.A.21C.html"
"679","https://www.ptt.cc/bbs/HatePolitics/M.1563559560.A.6B1.html"
"680","https://www.ptt.cc/bbs/HatePolitics/M.1563559814.A.635.html"
"681","https://www.ptt.cc/bbs/HatePolitics/M.1563560076.A.D8A.html"
"682","https://www.ptt.cc/bbs/HatePolitics/M.1563560172.A.9DA.html"
"683","https://www.ptt.cc/bbs/HatePolitics/M.1563560374.A.300.html"
"684","https://www.ptt.cc/bbs/HatePolitics/M.1563560434.A.C3F.html"
"685","https://www.ptt.cc/bbs/HatePolitics/M.1563560773.A.8F8.html"
"686","https://www.ptt.cc/bbs/HatePolitics/M.1563560810.A.223.html"
"687","https://www.ptt.cc/bbs/HatePolitics/M.1563560826.A.B8C.html"
"688","https://www.ptt.cc/bbs/HatePolitics/M.1563561106.A.52E.html"
"689","https://www.ptt.cc/bbs/HatePolitics/M.1563561567.A.BE0.html"
"690","https://www.ptt.cc/bbs/HatePolitics/M.1563561671.A.D57.html"
"691","https://www.ptt.cc/bbs/HatePolitics/M.1563561726.A.F77.html"
"692","https://www.ptt.cc/bbs/HatePolitics/M.1563561930.A.7A7.html"
"693","https://www.ptt.cc/bbs/HatePolitics/M.1563562025.A.12F.html"
"694","https://www.ptt.cc/bbs/HatePolitics/M.1563562034.A.119.html"
"695","https://www.ptt.cc/bbs/HatePolitics/M.1563562077.A.18E.html"
